t,2--1,3--1,4--1,5--1,6--1,7--1
0.125,3.2997630822297075,3.955379790545007,8.4296888127941,,,
0.167,3.5111986734327187,3.9500901251854224,7.356053929485885,,,
0.208,3.7965217762194388,3.8016576751465854,6.660368625969422,,,
0.25,3.96657922525497,3.2477353558371145,8.007551965678392,10.544340665830374,,
0.292,4.032528342104476,2.770345570243938,9.094586648866695,10.544340665830374,,
0.333,4.196198176269643,2.6003223241101177,8.61735234859444,10.46440396614321,,
0.375,4.520606261319247,2.572418568948258,7.199779448069661,10.573007543229958,,
0.417,4.663629744625394,2.727821960004845,5.837406623355943,10.642895817654608,,
0.458,4.790048658187814,3.049758618755277,4.958391743182249,10.642895817654608,,
0.5,4.9230190758307915,3.2670369634917247,4.241999436686004,10.642895817654608,,
0.542,5.062566550175135,3.301579761373041,4.767613573144457,10.642895817654608,,
0.583,5.347768244310957,3.253874936287508,3.637894855094492,10.642895817654608,,
0.625,5.651250424887474,3.22583380363473,0.65954819770816,10.642895817654608,,
0.667,,3.2956499418066887,1.723378666828339,10.642895817654608,,3.1214597512399083
0.708,,3.3881003149581304,2.43809269267995,0.1719887133950088,,3.5354906347851975
0.75,,3.437352469234655,2.1741515666399223,1.8047011473934504,,3.779623938245221
0.792,,3.508325132758472,3.512853233351719,1.5185579755770975,,3.7139048267527976
0.833,6.661472099220423,3.5129149235563797,7.92114125288351,1.1095074166369445,,3.71652995030561
0.875,6.7949107264744475,3.468394926322879,10.45156262123899,3.173401777613138,,3.788069924781701
0.917,6.912474874670771,3.4596741981594503,10.70731191298394,3.0486278834380878,,3.939391341487961
0.958,7.017719098350913,3.496278183525706,10.886435266935068,3.4337480359801438,,3.924896859579429
1.0,7.309345926609228,3.5518576121877596,11.068291808025577,4.3151665472647585,,3.8979309763275394
1.042,7.676500557958165,3.657046203031866,11.160263949820465,5.01278439172549,,3.952700265873975
1.083,8.005862834679773,3.772591121457918,11.252942682461788,4.826021591250725,,4.056317580291038
1.125,8.209006263714885,3.7972003823063925,11.260808246726812,4.188761752908838,,4.133693391443831
1.167,8.346806271560425,3.821825096184162,11.448303962138336,3.9869604487643313,,4.151394698740599
1.208,8.615396271533578,3.8393707244704998,11.543143752086904,4.055181300343322,,4.200947093355152
1.25,8.978634090899002,3.8393707244704998,11.535298178960417,3.4730025901492527,,4.223828150785914
1.292,9.202849314918847,3.8393707244704998,11.727216844381967,2.4654658574448525,,4.301063936326643
1.333,9.431937772080554,3.8393707244704998,11.92215972716064,1.000867467235174,,4.39104415746012
1.375,9.73274546280387,3.8393707244704998,,1.740638639446119,,4.507814312526905
1.417,10.137504089395343,3.8818519967393113,,8.621942974767038,,4.582642029128702
1.458,10.29138387033298,3.8818519967393113,,10.4833178087992,,4.631365025674502
1.5,10.375388876534775,3.8818519967393113,,10.4833178087992,,4.648321472774502
1.542,10.545291303450417,3.8999982936912874,,10.4833178087992,,4.698088950410847
1.583,10.817176263552167,3.8999982936912874,,10.4833178087992,,4.722978800717307
1.625,10.981404223671877,3.8999982936912874,,10.403388507472272,,4.731712881537074
1.667,11.070629887338027,3.8999982936912874,,10.403388507472272,,4.7565855581590295
1.708,11.25114220969356,3.9246434515947772,,10.403388507472272,,4.797678481026629
1.75,11.608626365252192,3.9246434515947772,,10.403388507472272,,4.797678481026629
1.792,11.702809015380257,3.8160396569002466,,10.403388507472272,,4.797678481026629
1.833,11.893399528630102,3.7926107372290105,,10.403388507472272,,4.797678481026629
1.875,,3.8508280439759215,,10.303908001736984,,4.797678481026629
1.917,,3.949183967768279,,5.300756263781548,,4.797678481026629
1.958,,3.949305449258121,,0.3095273100494884,,4.797678481026629
2.0,,3.949305449258121,,2.0552658102832915,,4.797678481026629
2.042,,3.949305449258121,,3.354302976244849,,4.822586307255594
2.083,,3.949305449258121,,4.211805301370157,,4.822586307255594
2.125,,3.9267002530826365,,2.3398519602353165,,4.8624627467889985
2.167,,3.6427079828810602,,5.612994419566993,,4.477142524948516
2.208,,2.9434380821281954,,10.43920007385372,,4.7773385992002595
2.25,,0.7886139871939892,,10.43920007385372,,4.866079453032777
2.292,,0.7600659523251597,,10.457049895197805,,4.867946523281747
2.333,,1.3218410424865832,,10.526447800939287,,4.844641286205953
2.375,,1.8254504719236218,,10.526447800939287,,4.761844165289012
2.417,,3.7294146869376688,,10.526447800939287,,4.521154817753495
2.458,,3.9273576312500373,,10.526447800939287,,4.113921093031524
2.5,,3.8346286371518468,,10.526447800939287,,3.4500872495469994
2.542,,3.274520638024059,,10.55167736721543,,3.3974292426456305
2.583,,2.8124006682900693,,10.580059632611185,,4.6149022691686055
2.625,,2.4818407640355704,,10.580059632611185,,4.873562889101182
2.667,,2.219860540085887,,10.580059632611185,,4.873562889101182
2.708,,1.7035370338446592,,10.580059632611185,,4.873562889101182
2.75,,1.110603239177261,,10.525165699152348,,4.879308532013797
2.792,,0.10050327667175094,,10.514639144017881,,4.856152064931371
2.833,,0.7606023151375056,,10.619631720430357,,4.862100741946495
2.875,,1.0287012673341824,,10.630070802651503,,4.885182158323468
2.917,,1.100696062602236,,10.574951449010117,,4.891181045260857
2.958,,1.1402743328299085,,10.679723779852342,,4.897302713044683
3.0,,1.2414687514611866,,10.679723779852342,,4.897302713044683
3.042,,0.7084580107307218,,10.729024804041618,,4.90990706230193
3.083,,0.9777996671967599,,10.673459846509887,,4.91638417208173
3.125,,3.3273417908090708,,10.71559751189609,,4.898334945164083
3.167,,3.816411381836256,,10.73987895729243,,4.905071475219379
3.208,,3.835116005541606,,10.708623567145674,,4.91887520083084
3.25,,3.868482494238235,,10.732627490308712,,4.925937920013082
3.292,,3.8923321758281304,,10.732627490308712,,4.925937920013082
3.333,,3.9352822402497187,,10.780379763642477,,4.940373575136686
3.375,,3.949120898013893,,10.804131293506856,,4.947743644818342
3.417,,3.941615031470664,,10.83781713096349,,4.97722829310883
3.458,,3.941615031470664,,10.83781713096349,,4.97722829310883
3.5,,3.955429343594068,,10.861359704304439,,4.984716754236582
3.542,,3.974842408153094,,10.861359704304439,,4.984716754236582
3.583,,3.986929064832259,,10.974427809524425,,5.014171096032723
3.625,,4.006821428287594,,10.956944050570645,,5.0384861959303695
3.667,,4.016753490120121,,10.980336407509645,,5.046048549536613
3.708,,3.9967007472356073,,10.980336407509645,,5.046048549536613
3.75,,4.020259827585922,,10.980336407509645,,5.046048549536613
3.792,,4.041343773121493,,10.97050701800388,,5.024243516230304
3.833,,4.041343773121493,,10.97050701800388,,5.024243516230304
3.875,,4.041343773121493,,11.050799772181522,,5.024243516230304
3.917,,4.064946994871928,,11.050799772181522,,3.9121982591143634
3.958,,4.084917656858845,,11.050799772181522,,2.846925792164344
4.0,,4.0613258447334255,,11.050799772181522,,2.479394982381298
4.042,,4.0613258447334255,,11.050799772181522,,2.3536843566882526
4.083,,4.0613258447334255,,11.050799772181522,,2.3347456571608527
4.125,,1.7452047693553907,,11.050799772181522,,2.3759844575393654
4.167,,0.035648413489152805,,11.074171293179859,,1.947650859450817
4.208,,1.011766316560443,,11.050799772181522,,1.5540388556182119
4.25,,1.3837026501464957,,11.06059275464856,,3.1383147407137555
4.292,,1.1659062762736347,,11.068175733503438,,4.555704627685097
4.333,,0.6151768686720939,,11.068175733503438,,4.464500740976551
4.375,,0.2973833222044756,,11.068175733503438,,4.445699913985804
4.417,,0.32371591037923286,,11.076244291077138,,5.021769596245967
4.458,,0.23246293990256048,,11.078033713236904,,5.021769596245967
4.5,,0.12651746869231958,,11.076876040787788,,5.021769596245967
4.542,,0.40657486188216857,,11.182210472000294,,5.02945997104753
4.583,,0.7170602439229591,,11.172425606928188,,4.983519695994708
4.625,,1.1604152344112477,,11.195696223272682,,5.011507792298207
4.667,,1.8152372427423409,,11.195696223272682,,4.977335578378727
4.708,,2.0437360283893997,,11.162678735681009,,4.792052741179032
4.75,,1.9293702400880195,,11.162678735681009,,4.343663522127337
4.792,,1.6686729189787926,,11.162678735681009,,3.7713770670277467
4.833,,2.6571144898862906,,11.185988475651254,,3.6929775762657244
4.875,,3.774926360416543,,11.176318624786585,,3.7935977569671135
4.917,,2.182856796038672,,11.185988475651254,,3.9020550352794787
4.958,,1.112730130466111,,11.185988475651254,,4.4740913305328744
5.0,,1.0522010957832633,,11.185988475651254,,4.981872848406616
5.042,,1.4239422006146831,,11.185988475651254,,4.993962214301157
5.083,,1.7640532211205397,,11.185988475651254,,4.993962214301157
5.125,,1.6444733912154994,,2.120178631643194,,4.986030889740727
