t,2--1,3--1,4--1,5--1,6--1,7--1
0.125,8.201828048167084,7.584606684726561,0.21319494958045732,,,
0.167,8.544090719500797,7.594763422921082,0.23032848421376695,,,
0.208,7.901969689180575,6.834373755392821,0.24494741556853317,,,
0.25,7.563191933490653,7.338653323717491,0.2328235403753553,0.7112820267941684,,
0.292,1.859875334710217,8.24550851004615,0.23094175098504424,0.7112820267941684,,
0.333,1.7873321718726323,8.839175767364786,0.23560059118788643,0.7167154502316313,,
0.375,1.6590695067106502,8.972796296359046,0.2492965402125425,0.7093535088606224,,
0.417,3.216378833951553,8.642740227863008,0.27064759703553687,0.7046954258030862,,
0.458,3.131492197758769,8.1727997034364,0.28830941100121454,0.7046954258030862,,
0.5,3.0469108018779414,8.199412338472193,0.14675964933678518,0.7046954258030862,,
0.542,2.9629240132124464,8.427431324379537,0.2880066158060457,0.7046954258030862,,
0.583,1.4024541934812942,8.673664915298692,0.15986256667633372,0.7046954258030862,,
0.625,1.3271399134907984,8.772683343588026,0.8161118831231184,0.7046954258030862,,
0.667,,9.102908539962796,0.20401219443520852,0.7046954258030862,,0.8825325592701794
0.708,,8.85451940946168,0.18360503478599532,1.3386409425956596,,1.706943478898033
0.75,,8.727647300795912,0.18432117692529018,0.11834479950567653,,1.7164916904255625
0.792,,8.551088871404591,0.14749303845811845,0.11744929856919378,,7.219094822526408
0.833,1.1258772668097952,8.539916466188943,0.2520324873100949,0.11764831632307336,,7.291758952776542
0.875,1.1037672608086477,8.649534045941357,0.35879802244876685,0.11903603383716653,,7.195807869755216
0.917,1.084994902112713,8.671336744933967,0.7004559184369442,0.1191104195937666,,7.615389637493745
0.958,1.068723312359769,8.580552926640262,0.6889307487804982,0.23902920032112196,,7.643512956723821
1.0,1.0260836024597917,8.446284529272432,0.6776113360655867,0.23987170193649718,,7.696390773000473
1.042,0.9770076799154026,8.203341804959578,0.6720271163587177,0.24004701621092087,,7.5897482687994176
1.083,0.9368134522004953,7.9520942063836735,0.6664923310850134,0.2422451329037858,,3.697935307847311
1.125,0.9136306830646719,15.80111502136646,0.6660267927197883,0.24269168158834242,,3.628716157576638
1.167,0.8985472713742383,15.699305564743401,0.6551188739226257,0.24302540879455684,,3.6132435214002947
1.208,0.8705345364996155,15.62756094835692,0.6497363422892539,0.12126902587260335,,3.5706234015006397
1.25,0.8353163659494949,15.62756094835692,0.6501782514542604,0.12217659707419463,,3.55128084394461
1.292,0.8149649900103941,15.62756094835692,0.6395379312520297,0.12070839118500266,,3.4875091889033545
1.333,0.7951706405655817,15.62756094835692,0.6290806507912964,0.12038309855123595,,3.416043989108127
1.375,0.7705944873071152,15.62756094835692,,0.12035789043888175,,3.3275549878609763
1.417,0.7398270751718475,15.456539829545012,,0.24030633896778883,,3.273220972673694
1.458,0.7287649644106935,7.728269914772506,,0.3577111815547963,,3.2387859555111254
1.5,0.72286447180425,15.456539829545012,,0.7154223631095926,,3.2269713030511977
1.542,0.7112179060948275,15.384622115619166,,0.7154223631095926,,3.1927875692281757
1.583,0.6933417573374305,15.384622115619166,,0.7154223631095926,,3.1759617463711383
1.625,0.6829727644332364,15.384622115619166,,0.7209189577619924,,3.170099364762665
1.667,0.6774682268601613,15.384622115619166,,0.7209189577619924,,3.153522588124231
